16X8X8;16;8;8;0;0;0;0;0
16X16;16;16;0;0;0;0;0;0
4X4X4X4X4X4X4X4;4;4;4;4;4;4;4;4
22X4X4X2;22;4;4;2;0;0;0;0
8X6X6X6X18;8;6;18;0;0;0;0;0
8X8X16;8;8;16;0;0;0;0;0
24X8X0;24;8;0;0;0;0;0;0
32X0X0;32;0;0;0;0;0;0;0
20X12X0;20;12;0;0;0;0;0;0
8X8X8X8;8;8;8;8;0;0;0;0
10X2X20;10;2;20;0;0;0;0;0
10X2X4X16;10;2;4;16;0;0;0;0
2X2X4X8X8X8;2;2;4;8;8;8;0;0
